vertice,UF,tipo
CLT_371_out,BA,demanda
CLT_372_out,CE,demanda
CLT_373_out,MS,demanda
CLT_374_out,RR,demanda
CLT_375_out,AC,demanda
CLT_376_out,SE,demanda
CLT_377_out,RO,demanda
CLT_378_out,PA,demanda
CLT_379_out,MT,demanda
CLT_380_out,ES,demanda
CLT_381_out,MA,demanda
CLT_382_out,MT,demanda
CLT_383_out,PI,demanda
CLT_384_out,RN,demanda
CLT_385_out,RN,demanda
CLT_386_out,PI,demanda
CLT_387_out,MT,demanda
CLT_388_out,AM,demanda
CLT_389_out,RN,demanda
CLT_390_out,RR,demanda
CLT_391_out,PR,demanda
CLT_392_out,PI,demanda
CLT_393_out,ES,demanda
CLT_394_out,PI,demanda
CLT_395_out,MT,demanda
CLT_396_out,PA,demanda
CLT_397_out,SP,demanda
CLT_398_out,SC,demanda
CLT_399_out,PR,demanda
CLT_400_out,PE,demanda
CLT_401_out,BA,demanda
CLT_402_out,PI,demanda
CLT_403_out,SE,demanda
CLT_404_out,TO,demanda
CLT_405_out,DF,demanda
CLT_406_out,PR,demanda
CLT_407_out,TO,demanda
CLT_408_out,PE,demanda
CLT_409_out,SC,demanda
CLT_410_out,AM,demanda
CLT_411_out,MA,demanda
CLT_412_out,TO,demanda
CLT_413_out,PA,demanda
CLT_414_out,RJ,demanda
CLT_415_out,RS,demanda
CLT_416_out,RJ,demanda
CLT_417_out,BA,demanda
CLT_418_out,PB,demanda
CLT_419_out,PA,demanda
CLT_420_out,RR,demanda
CLT_421_out,AP,demanda
CLT_422_out,RR,demanda
CLT_423_out,RO,demanda
CLT_424_out,RJ,demanda
CLT_425_out,MS,demanda
CLT_426_out,MG,demanda
CLT_427_out,RN,demanda
CLT_428_out,RJ,demanda
CLT_429_out,MS,demanda
CLT_430_out,MT,demanda
CLT_431_out,AC,demanda
CLT_432_out,RS,demanda
CLT_433_out,AC,demanda
CLT_434_out,MA,demanda
CLT_435_out,RR,demanda
CLT_436_out,ES,demanda
CLT_437_out,PA,demanda
CLT_438_out,PI,demanda
CLT_439_out,RR,demanda
CLT_440_out,MG,demanda
CLT_441_out,DF,demanda
CLT_442_out,BA,demanda
CLT_443_out,CE,demanda
CLT_444_out,AP,demanda
CLT_445_out,BA,demanda
CLT_446_out,BA,demanda
CLT_447_out,MG,demanda
CLT_448_out,AP,demanda
CLT_449_out,RR,demanda
CLT_450_out,GO,demanda
CLT_451_out,DF,demanda
CLT_452_out,SP,demanda
CLT_453_out,PR,demanda
CLT_454_out,RO,demanda
CLT_455_out,SP,demanda
CLT_456_out,AP,demanda
CLT_457_out,AL,demanda
CLT_458_out,TO,demanda
CLT_459_out,MS,demanda
CLT_460_out,MT,demanda
CLT_461_out,MS,demanda
CLT_462_out,AM,demanda
CLT_463_out,PE,demanda
CLT_464_out,MG,demanda
CLT_465_out,AL,demanda
CLT_466_out,RR,demanda
CLT_467_out,AC,demanda
CLT_468_out,DF,demanda
CLT_469_out,RO,demanda
CLT_470_out,MS,demanda
CLT_471_out,SP,demanda
CLT_472_out,MS,demanda
CLT_473_out,MG,demanda
CLT_474_out,AP,demanda
CLT_475_out,GO,demanda
CLT_476_out,MA,demanda
CLT_477_out,PR,demanda
CLT_478_out,AM,demanda
CLT_479_out,AM,demanda
CLT_480_out,AL,demanda
CLT_481_out,PE,demanda
CLT_482_out,GO,demanda
CLT_483_out,PE,demanda
CLT_484_out,MS,demanda
CLT_485_out,AP,demanda
CLT_486_out,SP,demanda
CLT_487_out,PB,demanda
CLT_488_out,MG,demanda
CLT_489_out,BA,demanda
CLT_490_out,RJ,demanda
CLT_491_out,RS,demanda
CLT_492_out,RN,demanda
CLT_493_out,BA,demanda
CLT_494_out,MA,demanda
CLT_495_out,TO,demanda
CLT_496_out,PI,demanda
CLT_497_out,PA,demanda
CLT_498_out,MG,demanda
CLT_499_out,BA,demanda
