vertice;UF;tipo
CLT_370_out;RS;demanda
CLT_371_out;SC;demanda
CLT_372_out;RO;demanda
CLT_373_out;RN;demanda
CLT_374_out;AL;demanda
CLT_375_out;AC;demanda
CLT_376_out;MS;demanda
CLT_377_out;AM;demanda
CLT_378_out;GO;demanda
CLT_379_out;SP;demanda
CLT_380_out;RN;demanda
CLT_381_out;RJ;demanda
CLT_382_out;RO;demanda
CLT_383_out;SE;demanda
CLT_384_out;SC;demanda
CLT_385_out;PR;demanda
CLT_386_out;MA;demanda
CLT_387_out;PI;demanda
CLT_388_out;PR;demanda
CLT_389_out;AC;demanda
CLT_390_out;RN;demanda
CLT_391_out;RS;demanda
CLT_392_out;SC;demanda
CLT_393_out;AC;demanda
CLT_394_out;TO;demanda
CLT_395_out;DF;demanda
CLT_396_out;AP;demanda
CLT_397_out;RS;demanda
CLT_398_out;SP;demanda
CLT_399_out;TO;demanda
CLT_400_out;AM;demanda
CLT_401_out;CE;demanda
CLT_402_out;MS;demanda
CLT_403_out;PR;demanda
CLT_404_out;RO;demanda
CLT_405_out;PI;demanda
CLT_406_out;MT;demanda
CLT_407_out;CE;demanda
CLT_408_out;ES;demanda
CLT_409_out;AC;demanda
CLT_410_out;RO;demanda
CLT_411_out;AC;demanda
CLT_412_out;BA;demanda
CLT_413_out;GO;demanda
CLT_414_out;AM;demanda
CLT_415_out;GO;demanda
CLT_416_out;PR;demanda
CLT_417_out;BA;demanda
CLT_418_out;ES;demanda
CLT_419_out;AC;demanda
CLT_420_out;RJ;demanda
CLT_421_out;MT;demanda
CLT_422_out;MG;demanda
CLT_423_out;PA;demanda
CLT_424_out;AM;demanda
CLT_425_out;DF;demanda
CLT_426_out;GO;demanda
CLT_427_out;ES;demanda
CLT_428_out;PE;demanda
CLT_429_out;PB;demanda
CLT_430_out;PB;demanda
CLT_431_out;PA;demanda
CLT_432_out;RS;demanda
CLT_433_out;PR;demanda
CLT_434_out;PR;demanda
CLT_435_out;SE;demanda
CLT_436_out;MA;demanda
CLT_437_out;MT;demanda
CLT_438_out;RS;demanda
CLT_439_out;MS;demanda
CLT_440_out;MT;demanda
CLT_441_out;AC;demanda
CLT_442_out;GO;demanda
CLT_443_out;BA;demanda
CLT_444_out;RS;demanda
CLT_445_out;DF;demanda
CLT_446_out;RN;demanda
CLT_447_out;SC;demanda
CLT_448_out;SE;demanda
CLT_449_out;AL;demanda
CLT_450_out;PI;demanda
CLT_451_out;AM;demanda
CLT_452_out;AL;demanda
CLT_453_out;MG;demanda
CLT_454_out;RJ;demanda
CLT_455_out;CE;demanda
CLT_456_out;RS;demanda
CLT_457_out;DF;demanda
CLT_458_out;RO;demanda
CLT_459_out;AL;demanda
CLT_460_out;ES;demanda
CLT_461_out;BA;demanda
CLT_462_out;PR;demanda
CLT_463_out;CE;demanda
CLT_464_out;GO;demanda
CLT_465_out;MG;demanda
CLT_466_out;DF;demanda
CLT_467_out;AL;demanda
CLT_468_out;MT;demanda
CLT_469_out;ES;demanda
CLT_470_out;CE;demanda
CLT_471_out;MG;demanda
CLT_472_out;MT;demanda
CLT_473_out;DF;demanda
CLT_474_out;RR;demanda
CLT_475_out;RS;demanda
CLT_476_out;AP;demanda
CLT_477_out;SP;demanda
CLT_478_out;AC;demanda
CLT_479_out;CE;demanda
CLT_480_out;RN;demanda
CLT_481_out;MT;demanda
CLT_482_out;PE;demanda
CLT_483_out;SP;demanda
CLT_484_out;GO;demanda
CLT_485_out;MA;demanda
CLT_486_out;RS;demanda
CLT_487_out;TO;demanda
CLT_488_out;RS;demanda
CLT_489_out;SE;demanda
CLT_490_out;RR;demanda
CLT_491_out;RJ;demanda
CLT_492_out;MA;demanda
CLT_493_out;RO;demanda
CLT_494_out;TO;demanda
CLT_495_out;MA;demanda
CLT_496_out;AC;demanda
CLT_497_out;AC;demanda
CLT_498_out;MT;demanda
CLT_499_out;RJ;demanda
